"","Slope","MOISTURE","WarmQSlope","PrecSlope","ShrubSlope","LogPlotSize","Duration","SiteSubsite","SiteSubsitePlot"
"1",4.83105371902696e-17,"MOIST",0.0436227049413513,-0.509243697478998,0.18351109155206,-1.38629436111989,26,"ALEXFIORD:CASSIOPE_COVER","ALEXFIORD:CASSIOPE_COVER:ALL"
"2",0.111111111111112,"MOIST",0.024304301798846,1.39887955182073,3.27400834995377,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:56"
"3",2.79127548210452e-16,"MOIST",0.024304301798846,1.39887955182073,0.929539066746526,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:50"
"4",0.111111111111113,"MOIST",0.024304301798846,1.39887955182073,-0.140704674602644,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:9"
"5",-0.11111111111112,"MOIST",0.024304301798846,1.39887955182073,3.49071215509646,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:31"
"6",-0.22222222222224,"MOIST",0.024304301798846,1.39887955182073,1.56223580078053,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:48"
"7",0.11111111111112,"MOIST",0.024304301798846,1.39887955182073,1.07235891272831,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:54"
"8",-0.11111111111112,"MOIST",0.024304301798846,1.39887955182073,0.746931212949404,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:42"
"9",0.22222222222224,"MOIST",0.024304301798846,1.39887955182073,0.402391997693746,0,9,"ATQASUK:RATE_BETULA_SHRUB","ATQASUK:RATE_BETULA_SHRUB:44"
"10",0.11111111111112,"WET",0.024304301798846,1.39887955182073,0.214670584686101,0,9,"ATQASUK:RATE_CAREX_ WET_MEADOW","ATQASUK:RATE_CAREX_ WET_MEADOW:18"
"11",5.58255096420903e-16,"WET",0.024304301798846,1.39887955182073,2.34089556470205,0,9,"ATQASUK:RATE_CAREX_ WET_MEADOW","ATQASUK:RATE_CAREX_ WET_MEADOW:22"
"12",-0.222222222222241,"DRY",0.024304301798846,1.39887955182073,NA,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:5"
"13",-0.222222222222225,"DRY",0.024304301798846,1.39887955182073,1.87458238905785,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:16"
"14",-0.222222222222225,"DRY",0.024304301798846,1.39887955182073,0.484286151218681,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:19"
"15",-0.777777777777785,"DRY",0.024304301798846,1.39887955182073,-1.37401890860035,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:1"
"16",-0.444444444444448,"DRY",0.024304301798846,1.39887955182073,1.85578029876034,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:17"
"17",-0.777777777777841,"DRY",0.024304301798846,1.39887955182073,-1.29580524165337,0,9,"ATQASUK:RATE_DRYAS_HEATH","ATQASUK:RATE_DRYAS_HEATH:14"
"18",0.111111111111112,"WET",0.024304301798846,1.39887955182073,-0.0232904788522454,0,9,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46"
"19",0,"WET",0.024304301798846,1.39887955182073,0.308756881672516,0,9,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45"
"20",0.111111111111112,"WET",0.024304301798846,1.39887955182073,NA,0,9,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13"
"21",-0.111111111111112,"DRY",0.024304301798846,1.39887955182073,-0.397231878022054,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:55"
"22",0,"DRY",0.024304301798846,1.39887955182073,-0.675468064954029,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24"
"23",0.11111111111112,"DRY",0.024304301798846,1.39887955182073,3.02201905935119,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32"
"24",-0.333333333333361,"DRY",0.024304301798846,1.39887955182073,-0.486836477318438,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38"
"25",0.22222222222224,"DRY",0.024304301798846,1.39887955182073,-2.87306328722938,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59"
"26",0,"DRY",0.024304301798846,1.39887955182073,1.52643943819757,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51"
"27",0.33333333333336,"DRY",0.024304301798846,1.39887955182073,0.834539089472114,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:8"
"28",-0.111111111111112,"DRY",0.024304301798846,1.39887955182073,-0.436242763983475,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53"
"29",2.79127548210452e-16,"DRY",0.024304301798846,1.39887955182073,1.77068980048906,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49"
"30",-0.333333333333336,"DRY",0.024304301798846,1.39887955182073,-0.189625915955623,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:58"
"31",-0.22222222222224,"DRY",0.024304301798846,1.39887955182073,-1.07410350231955,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28"
"32",2.79127548210452e-16,"DRY",0.024304301798846,1.39887955182073,-1.59965644826633,0,9,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25"
"33",0,"WET",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:ARCTOPHILA_POND_ORDINATION","BARROW:ARCTOPHILA_POND_ORDINATION:21"
"34",6.97818870526129e-17,"WET",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX WET MEADOW_ORDINATION","BARROW:CAREX WET MEADOW_ORDINATION:16"
"35",-6.97818870526129e-17,"WET",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX WET MEADOW_ORDINATION","BARROW:CAREX WET MEADOW_ORDINATION:12"
"36",-0.111111111111112,"MOIST",0.0276284097623437,1.74929971988796,-0.111364814307574,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:17"
"37",0.444444444444449,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:20"
"38",0.444444444444448,"MOIST",0.0276284097623437,1.74929971988796,0.323813224532093,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:19"
"39",-0.444444444444449,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:24"
"40",-0.111111111111112,"MOIST",0.0276284097623437,1.74929971988796,-0.636494794211487,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:4"
"41",-0.222222222222225,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:22"
"42",0.333333333333337,"MOIST",0.0276284097623437,1.74929971988796,-2.29944067372963,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:18"
"43",-0.111111111111113,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:23"
"44",-0.222222222222224,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:6"
"45",-2.79127548210452e-16,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:3"
"46",-6.97818870526129e-17,"MOIST",0.0276284097623437,1.74929971988796,NA,0,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:13"
"47",-0.111111111111112,"MOIST",0.0276284097623437,1.74929971988796,0.325423459941354,0,9,"BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:2"
"48",-0.333333333333337,"MOIST",0.0276284097623437,1.74929971988796,4.10000260716747,0,9,"BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:9"
"49",-0.111111111111113,"MOIST",0.0276284097623437,1.74929971988796,1.7938790549247,0,9,"BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:14"
